4, 4, 0.1, 620, 580, -135, volcano
4, 4, 15, 620, 560, -150, volcano
4, 4, 0.1, 620, 560, -135, volcano
4, 4, 15, 628, 598, -150, volcano
4, 4, 0.1, 628, 598, -135, volcano
4, 4, 15, 636, 598, -150, volcano
4, 4, 0.1, 636, 598, -135, volcano
4, 4, 15, 656, 598, -150, volcano
4, 4, 0.1, 656, 598, -135, volcano
4, 4, 15, 656, 614, -150, volcano
4, 4, 0.1, 656, 614, -135, volcano
4, 4, 15, 656, 622, -150, volcano
4, 4, 0.1, 656, 622, -135, volcano
4, 4, 15, 656, 630, -150, volcano
4, 4, 0.1, 656, 630, -135, volcano
4, 4, 15, 656, 638, -150, volcano
4, 4, 0.1, 656, 638, -135, volcano
4, 4, 15, 656, 646, -150, volcano
4, 4, 0.1, 656, 646, -135, volcano
4, 4, 15, 656, 654, -150, volcano
4, 4, 0.1, 656, 654, -135, volcano
4, 4, 15, 656, 662, -150, volcano
4, 4, 0.1, 656, 662, -135, volcano
4, 4, 15, 656, 670, -150, volcano
4, 4, 0.1, 656, 670, -135, volcano
4, 4, 15, 656, 678, -150, volcano
4, 4, 0.1, 656, 678, -135, volcano
4, 4, 15, 656, 686, -150, volcano
4, 4, 0.1, 656, 686, -135, volcano
4, 4, 15, 656, 694, -144, volcano
4, 4, 0.1, 656, 694, -129, volcano
30, 20, 20, 650, 575, -60, volcano
20, 40, 20, 630, 647, -60, volcano
10, 10, 20, 675, 670, -60, volcano
10, 10, 20, 695, 650, -60, volcano
10, 10, 20, 675, 630, -60, volcano
4, 8, 0.2, 656, 710, -126, techno
4, 8, 0.2, 656, 726, -120, techno
4, 8, 0.2, 656, 744, -114, techno
4, 8, 0.2, 656, 760, -114, techno
4, 8, 0.2, 656, 776, -114, techno
4, 8, 0.2, 656, 792, -114, techno
50, 0.2, 80, 590, 794, -114, volcano
35, 0.2, 80, 705, 794, -114, volcano
15, 0.2, 37, 655, 794, -70, techno
15, 0.2, 20, 655, 794, -135, techno
5, 0.2, 4, 665, 794.2, -111, techno
6, 0.2, 4, 646, 794.2, -111, techno
8, 8, 20, 665, 789, -60, volcano
8, 8, 20, 647, 789, -60, volcano
4, 8, 0.2, 656, 808, -114, techno
4, 8, 0.2, 656, 824, -114, techno
4, 8, 0.2, 656, 840, -114, techno
0.2, 50, 50, 705, 844, -90, volcano
0.2, 50, 50, 605, 844, -90, volcano
100, 0.2, 50, 655, 894, -90, volcano
4, 4, 20, 656, 855, -120, volcano
1, 1, 0.2, 656, 850, -110, cave
1, 0.5, 0.2, 656, 850.5, -104, cave
6, 3, 0.2, 670, 855, -100, techno
6, 3, 0.2, 642, 855, -100, techno
3, 12, 0.2, 688, 845, -98, techno
3, 12, 0.2, 624, 845, -98, techno
3, 3, 0.2, 688, 828, -96, techno
3, 3, 0.2, 624, 828, -96, techno
5, 35, 3, 656, 859, -86, volcano
3, 3, 0.2, 634, 828, -92, techno
8, 8, 8, 656, 852, -75, volcano
1, 1, 50, 665, 828, -90, volcano
1, 1, 0.2, 663, 828, -80, cave
1, 1, 0.2, 667, 828, -80, cave
1, 1, 50, 675, 828, -90, volcano
1, 1, 0.2, 673, 828, -80, cave
1, 1, 0.2, 677, 828, -80, cave
1, 1, 50, 675, 818, -90, volcano
1, 1, 0.2, 673, 818, -80, cave
1, 1, 0.2, 677, 818, -80, cave
1, 1, 50, 685, 818, -90, volcano
1, 1, 0.2, 683, 818, -80, cave
1, 1, 0.2, 687, 818, -80, cave
3, 8, 0.2, 690, 830, -80, techno
3, 8, 0.2, 690, 838, -80, techno
0.2, 8, 3.2, 690, 854, -84, techno
8, 3, 0.2, 682, 862, -80, techno
14, 0.2, 0.2, 637, 873, -83.2, volcano
5, 3, 0.2, 618, 873, -83, techno
5, 5, 5, 656, 864, -78, volcano
1, 1, 10, 666, 852, -72, techno
1, 1, 10, 670, 852, -70, techno
1, 1, 10, 674, 852, -68, techno
1, 1, 10, 674, 848, -66, techno
1, 1, 10, 674, 844, -64, techno
1, 1, 10, 674, 840, -62, techno
1, 1, 10, 674, 836, -60, techno
1, 1, 10, 678, 836, -58, techno
1, 1, 10, 682, 836, -56, techno
1, 1, 10, 682, 832, -54, techno
1, 1, 10, 682, 828, -52, techno
0.2, 50, 50, 705, 844, 10, stone2
0.2, 50, 50, 605, 844, 10, stone2
60, 0.2, 50, 655, 894, 10, stone2
60, 0.5, 50, 655, 794, 10, stone2
60, 5, 5, 655, 810, -35, stone2
60, 5, 5, 655, 870, -35, stone2
5, 50, 5, 655, 844, -25, iron
1, 1, 0.2, 680, 816, -38, stone2
1, 1, 0.2, 682, 816, -36, stone2
1, 1, 0.2, 684, 816, -34, stone2
4, 4, 0.2, 670, 819, -31, invisible
4, 4, 0.2, 670, 835, -31, invisible
4, 4, 0.2, 686, 835, -31, invisible
4, 4, 0.2, 686, 843, -31, invisible
4, 4, 0.2, 686, 861, -31, invisible
20, 3, 0.2, 655, 880, -35, invisible
16, 0.2, 20, 621, 840, -28, techno
16, 0.2, 20, 634, 825, -28, techno
16, 0.2, 20, 634, 855, -28, techno
2, 2, 2, 612, 860, -31, techno
2, 2, 2, 612, 848, -31, techno
6, 2, 2, 624, 848, -31, techno
2, 2, 2, 644, 848, -31, techno
2, 2, 2, 644, 840, -31, techno
2, 2, 2, 644, 832, -31, techno
6, 0.2, 0.2, 617, 830, -33, techno
6, 0.2, 0.2, 622, 834, -30, techno
6, 0.2, 0.2, 626, 828, -34, techno
6, 0.2, 0.2, 630, 831, -32, techno
6, 0.2, 0.2, 631, 835, -31, techno
3, 3, 0.2, 612, 820, -31, techno
2, 2, 2, 643, 820, -25, techno
4, 4, 14, 655, 840, -6, stone2
2, 1, 0.2, 655, 835, -15, stone2
1, 1, 0.2, 650, 839, -11, stone2
1, 1, 0.2, 660, 839, -11, stone2
1, 1, 0.2, 650, 841, -5, stone2
1, 1, 0.2, 660, 841, -5, stone2
1, 1, 0.2, 660, 839, 0, stone2
2, 1, 0.2, 655, 835, 3, stone2
5, 5, 5, 655, 865, 4, techno
5, 5, 5, 678, 865, 7, techno
5, 5, 5, 678, 842, 10, techno
4, 4, 4, 678, 819, 13, techno
4, 4, 4, 655, 819, 16, techno
4, 4, 4, 632, 819, 19, techno
3, 3, 3, 632, 840, 22, techno
3, 3, 3, 632, 861, 25, techno
3, 3, 3, 632, 882, 28, techno
2, 2, 2, 650, 882, 31, techno
2, 2, 2, 668, 882, 34, techno
2, 2, 2, 686, 882, 37, techno
1, 1, 1, 686, 868, 40, techno
1, 1, 1, 686, 866, 42, techno
1, 1, 1, 684, 866, 44, techno
1, 1, 1, 684, 868, 46, techno
1, 1, 1, 674, 868, 46, techno
1, 1, 1, 664, 868, 46, techno
1, 1, 1, 654, 868, 46, techno
1, 1, 1, 652, 866, 46, techno
1, 1, 1, 650, 864, 46, techno
1, 1, 1, 648, 862, 46, techno
1, 1, 1, 646, 860, 46, techno
1, 1, 1, 648, 858, 48, techno
1, 1, 1, 650, 856, 50, techno
1, 1, 1, 648, 854, 48, techno
1, 1, 1, 646, 852, 48, techno
1, 1, 1, 644, 850, 48, techno
1, 1, 1, 642, 848, 48, techno
2, 2, 2, 642, 840, 50, techno
2, 2, 2, 650, 840, 54, techno
2, 2, 2, 650, 848, 58, techno
2, 20, 0.2, 650, 874, 60, techno
20, 20, 0.2, 650, 914, 60, techno
0.2, 50, 50, 705, 844, 110, techno
0.2, 50, 50, 605, 844, 110, techno
60, 0.5, 50, 655, 794, 110, techno
20, 0.2, 50, 610, 894, 110, techno
22, 0.2, 50, 692, 894, 110, techno
0.2, 20, 50, 670, 914, 60, techno
0.2, 20, 50, 630, 914, 60, techno
20, 0.2, 10, 650, 894, 80, techno
20, 0.2, 10, 650, 934, 80, techno
100, 100, 5, 650, 1024, 55, flowers
20, 0.2, 10, 650, 934, 70, invisible
