1, 9, 2, 10, 254, 34, brick
4, 4, 24, 18, 290, 42, brick
4, 4, 24, 40, 290, 42, brick
1, 3, 0.2, 13, 290, 26, brick
3, 1, 0.2, 18, 285, 30, brick
1, 3, 0.2, 23, 290, 34, brick
1, 3, 0.2, 35, 290, 30, brick
3, 1, 0.2, 40, 285, 34, brick
1, 3, 0.2, 13, 290, 44, brick
3, 1, 0.2, 18, 295, 48, brick
5, 15, 0.2, 45, 260, 36, stone2
4, 4, 0.2, 47, 311, 36, stone2
3, 2, 0.2, 33, 247, 39, stone2
3, 2, 0.2, 24, 247, 43, stone2
0.3, 4, 0.5, 43, 311, 36.5, stone
5.5, 4, 1.5, 26.5, 311, 44, stone2
5, 5, 1, 26.5, 383, -24, stone
20, 5, 1, -5, 383, -24, stone
9, 0.5, 2.5, -16, 377.5, -22, stone2
9, 0.5, 2.5, -16, 388.5, -22, stone2
0.25, 5, 0.5, -7, 383, -22, stone
2, 5, 1, -27, 383, -26, stone
2, 0.5, 5, -27, 377.5, -22, stone
2, 0.5, 5, -27, 388.5, -22, stone
0.5, 6, 5, -29.5, 383, -22, stone
2, 5, 1.5, -27, 383, -18.5, stone
2, 3, 0.5, -28, 383, -11, stone
0.5, 3, 3, -30.5, 383, -14, stone
2, 0.5, 3, -28, 379.5, -14, stone
2, 0.5, 3, -28, 386.5, -14, stone
5, 5, 30, 40, 395, -10, techno
5, 5, 30, 100, 395, -10, techno
3, 1, 0.2, 40, 389, -20, brick
1, 3, 0.2, 34, 395, -28, brick
3, 1, 0.2, 40, 401, -32, brick
1, 3, 0.2, 46, 395, -36, brick
1, 3, 0.2, 46, 395, -16, brick
3, 1, 0.2, 40, 401, -12, brick
1, 2, 0.2, 34, 395, -8, brick
2, 1, 0.2, 40, 389, -4, brick
1, 2, 0.2, 46, 395, 0, brick
2, 1, 0.2, 40, 401, 4, brick
1, 2, 0.2, 34, 395, 8, brick
2, 1, 0.2, 40, 389, 12, brick
1, 2, 0.2, 46, 395, 16, brick
8, 0.2, 0.2, 53, 398, 19, stone
0.2, 8, 0.2, 61, 390, 19, stone
10, 0.2, 0.2, 71.1, 382, 19, stone
0.2, 10, 0.2, 81, 392, 19, stone
9, 0.2, 0.2, 90, 402, 19, stone
5, 5, 30, 100, 335, -10, techno
0.2, 10, 0.2, 100, 371, 19, stone2
0.2, 10, 0.2, 102, 373, 22, stone2
0.2, 10, 0.2, 96, 381, 17, stone2
0.2, 10, 0.2, 105, 380, 20, stone2
0.2, 10, 0.2, 95, 367, 24, stone2
0.2, 10, 0.2, 103, 361, 16, stone2
0.2, 10, 0.2, 98, 350, 18, stone2
0.2, 10, 0.2, 105, 356, 21, stone2
0.2, 10, 0.2, 101, 347, 26, stone2
5, 5, 30, 160, 335, -10, techno
0.5, 0.5, 10, 107, 335, 12, stone
0.5, 0.5, 10, 110, 335, 12, stone
0.5, 0.5, 10, 113, 335, 12, stone
0.5, 0.5, 10, 116, 335, 12, stone
0.5, 0.5, 10, 116, 330, 12, stone
0.5, 0.5, 10, 119, 330, 12, stone
0.5, 0.5, 10, 122, 330, 12, stone
0.5, 0.5, 10, 125, 330, 12, stone
0.5, 0.5, 10, 128, 330, 12, stone
0.5, 0.5, 10, 128, 335, 12, stone
0.5, 0.5, 10, 128, 340, 12, stone
0.5, 0.5, 10, 128, 345, 12, stone
0.5, 0.5, 10, 134, 345, 12, stone
0.5, 0.5, 10, 138, 345, 12, stone
0.5, 0.5, 10, 142, 345, 12, stone
0.5, 0.5, 10, 142, 342, 12, stone
0.5, 0.5, 10, 142, 339, 12, stone
0.5, 0.5, 10, 142, 336, 12, stone
0.5, 0.5, 10, 146, 336, 12, stone
0.5, 0.5, 10, 150, 336, 12, stone
